Price,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_200,Volatility_30,RSI_14,BB_MID,BB_UPPER,BB_LOWER,ATR_14
Ticker,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,
3/6/2024,169.8403395,170.019064,167.4773041,167.9141693,68587700.0,177.41098631999998,,,0.009994469044036123,21.21631103843157,180.66951675,191.33875331415763,170.0002801858424,3.277185157142855
3/7/2024,167.9439684,169.5127049,167.2886857,167.7950439,71765100.0,175.88494414,,,0.010018676056181779,21.106618836512737,179.668275445,191.23301048547762,168.1035404045224,3.213357149999997
3/8/2024,167.7950344,172.4615205,167.7354646,169.5126953,76267000.0,174.71434783,,,0.010368002919095022,26.969679984277562,178.806958765,190.7152277526302,166.89868977736978,3.3254086499999977
3/11/2024,171.706943,173.1366783,170.8232893,171.5182953,60139500.0,173.87934264,,,0.01072555831820579,33.211083077588114,178.00769881499997,189.5999029946642,166.41549463533573,3.41193122142857
3/12/2024,171.9154569,172.7891874,169.7907154,171.9948883,59825400.0,172.94604491,,,0.010786364091549924,34.64055427921811,177.316661825,188.59253898698788,166.04078466301215,3.467958092857139
3/13/2024,171.5381727,171.9551763,169.5424941,169.9098663,52488700.0,171.92438353,182.332626338,,0.010497255075849782,31.46747733497932,176.626122275,187.94218670079186,165.31005784920814,3.4559001571428536
3/14/2024,171.6771706,173.0671827,170.8233017,171.7665253,72913500.0,171.15491027000002,182.0863269,,0.010328792744433072,37.00139733367251,176.07259826,187.19077755339364,164.95441896660637,3.4821397142857102
3/15/2024,169.9495475,171.3892059,169.0758171,171.3892059,121752700.0,170.45592803,181.860047602,,0.009912612270899738,36.35884586805775,175.51460418,186.38153304994194,164.64767531005805,3.5246934071428546
3/18/2024,174.3181999,176.4429412,172.2828133,172.4813843,75604200.0,170.31891021,181.702018732,,0.010028128370518443,39.62699394105572,175.08816604,185.7137619555807,164.4625701244193,3.576466349999998
3/19/2024,173.0969854,175.3508049,171.7963278,174.824585,55215200.0,170.91066589,181.605331416,,0.01020411380783359,46.03043194339778,174.816120905,185.15842305073264,164.47381875926735,3.6183095928571425
3/20/2024,174.4671241,177.3960876,173.8416111,177.3960876,53423100.0,171.85885772,181.473209528,,0.01047970030493205,52.0420721602261,174.63492202,184.6410875542807,164.62875648571932,3.6566055285714287
3/21/2024,175.787642,176.2245072,169.6219124,170.1481323,106181300.0,172.09416656000002,181.204458306,,0.01265605120107268,38.89223981456745,173.98955535,183.35333404825556,164.62577665174442,3.9729057571428563
3/22/2024,170.5353543,171.8161652,168.8474783,171.051651,71160100.0,172.24806213000002,180.93295379,,0.012740286011924225,40.89708507626038,173.48120498,182.27934615641598,164.68306380358402,3.76865922142857
3/25/2024,169.3538488,170.7140759,168.2418241,169.6318512,54288300.0,172.05941772,180.644952692,,0.01270856341002894,38.74586659537612,172.96938017999997,181.38574600439722,164.55301435560273,3.580720478571426
3/26/2024,168.7879104,170.1977841,168.3709068,168.4999847,57388400.0,171.70992736,180.327769464,,0.012679320387236044,37.07174140496125,172.327986135,179.98306021486366,164.67291205513635,3.5296574357142845
3/27/2024,169.1949931,172.3622511,168.8971291,172.0743103,60273300.0,171.92637176,180.127488092,,0.013334264713785985,45.1338821110707,171.92537764499997,178.64309541898228,165.20765987101765,3.6466750928571434
3/28/2024,170.5254339,171.0020073,169.2942696,170.2573547,65672700.0,171.7754547,179.90970794,,0.013415712926495366,42.17584677884362,171.46518248499999,177.19807823631322,165.73228673368675,3.507674007142857
4/1/2024,169.9694362,170.029006,168.2716217,168.8177032,46240500.0,171.51830443,179.545133964,,0.01346188501734606,39.94212257708033,170.98711623,175.81577804267835,166.15845441732165,3.3906561500000003
4/2/2024,167.874479,168.1326197,167.0305333,167.6361847,49329500.0,171.03378447,179.098821404,,0.013442717616599658,38.156058324754916,170.67634734,175.5287590985942,165.8239355814058,3.304134571428573
4/3/2024,167.5865303,169.4630541,167.3780361,168.4403992,47691700.0,170.39536589000002,178.622384942,,0.01350339287651177,40.118840895400226,170.65301589,175.54556900974816,165.76046277025185,3.277893414285714
4/4/2024,169.0758227,170.6942056,167.6163177,167.6163177,53704400.0,169.4173889,178.103883354,,0.013457688823026292,38.76128975397235,170.63812331000003,175.5674540132649,165.70879260673516,3.272219950000001
4/5/2024,168.3808186,169.1751177,167.7453824,168.3708954,42104800.0,169.23966521,177.613959038,,0.013275790263612051,40.738703090600254,170.666915885,175.53264074000742,165.8011910299926,3.1913693642857135
4/8/2024,167.8248289,167.993615,167.0404682,167.2489624,37425500.0,168.85939635,177.108140862,,0.013225725571722958,38.73592428837425,170.55372924,175.63313096122835,165.47432751877164,2.9254187857142853
4/9/2024,167.4971961,168.8673618,167.1497006,168.4602814,42373800.0,168.74223937000002,176.661255182,,0.013311106184006107,42.04850682307473,170.40082854500002,175.54170892200594,165.2599481679941,2.7942176499999993
4/10/2024,167.5964873,167.884413,165.9185343,166.5837555,49709300.0,168.55061645,176.190522456,,0.01326595512273716,38.569277591043985,170.130271905,175.4831087271197,164.7774350828803,2.721879835714286
4/11/2024,167.1397356,174.2089804,166.9610262,173.7919617,91070300.0,168.72238159,175.9371347,,0.015671403120423085,54.23426980495031,170.324376675,175.9196181682973,164.7291351817027,2.711240528571431
4/12/2024,173.017533,177.0883064,172.9679017,175.291214,101670900.0,169.22576752,175.78592101600003,,0.015761557994443676,56.70709541829246,170.50061111,176.49491478905236,164.50630743094763,2.7935060857142884
4/15/2024,174.1096706,175.3706196,171.270062,171.4587097,73531800.0,169.48986817,175.50926970999998,,0.01620628872422018,49.36434033282607,170.5040863,176.50063924846464,164.5075333515354,2.885701135714289
4/16/2024,170.5254454,172.5211089,167.0702616,168.172348,73711200.0,169.5434845,175.18692199199998,,0.015923695258318663,44.0920499313446,170.288634485,176.29569140393704,164.28157756606294,3.1445561357142884
4/17/2024,168.4006912,169.4332694,166.8021698,166.8021698,50901200.0,169.37966156,174.80087798600002,,0.015128238918690737,42.07438015493617,169.88751372500002,175.68706202997166,164.08796542002838,3.0566156500000017
4/18/2024,166.8319611,167.4376125,165.3625176,165.8490143,43122900.0,169.20293122,174.363642268,,0.01512618780625269,40.67981082183944,169.31016006,174.18823481941686,164.4320853005831,3.006262378571431
4/19/2024,165.0249421,165.2135747,162.910124,163.8235626,68149400.0,168.74819794,173.88371612,,0.015281872724192234,37.811727771148476,168.993931575,174.43122402371873,163.55663912628128,3.074345042857144
4/22/2024,164.3398517,166.0674359,163.5951992,164.6575623,48116400.0,168.48905793,173.442086788,,0.01518361872196366,39.69702665860568,168.67422714,174.34883131007143,162.99962296992857,3.1232783857142863
4/23/2024,164.1710854,165.8589616,163.7441433,165.710022,49537800.0,168.21403199000002,173.00621734199999,,0.015058834784294704,42.08319236571192,168.47813568,174.28295782009636,162.67331353990366,3.1254069785714296
4/24/2024,165.3525821,168.0929133,165.0249483,167.8149109,48251800.0,168.33714752999998,172.646202998,,0.015253304177965667,46.63155235201038,168.44388199000002,174.2562414854343,162.63152249456576,3.1246981999999996
4/25/2024,168.3212618,169.3935633,166.9510963,168.6786957,50558300.0,167.82582093,172.34536376600002,,0.015133047739689959,48.42165796931329,168.27410126,173.83279007990504,162.71541244009498,3.1878172714285733
4/26/2024,168.6687619,170.1183437,167.9737408,168.0928955,44838400.0,167.10598908000003,172.050481564,,0.014997945497013717,47.263810218960515,168.1658783,173.64571019854182,162.68604640145819,3.24597267857143
4/29/2024,172.1338615,174.7748993,171.8657975,172.2629395,68169400.0,167.18641206,171.84475860400002,,0.01569378876770536,55.43335006189175,168.33814011500002,174.11291649965145,162.56336373034858,3.6005685785714285
4/30/2024,172.0941494,173.7423171,168.7878907,169.1155396,65934800.0,167.28073121999998,171.606866454,,0.01600618751936321,49.23395207686929,168.41210786,174.1869240548253,162.63729166517467,3.7729028142857146
5/1/2024,168.3708979,171.4785859,167.9042478,168.0928955,50383100.0,167.40980379,171.36341461,,0.015809178089930962,47.37986763707942,168.394732675,174.1712813274825,162.6181840225175,3.4835537571428574
5/2/2024,171.2800137,172.1835292,169.671569,171.7963104,94214900.0,168.00453339999999,171.17893951200003,,0.016116631036562065,54.1184078775668,168.60373231,174.56133032979872,162.64613429020127,3.4814272571428586
5/3/2024,185.3191838,185.6666944,181.3576421,182.0725098,163224100.0,169.82942812,171.15928039399998,,0.01790143056976366,66.81676314880416,169.28881303,177.75619526980805,160.82143079019195,4.179272000000002
5/6/2024,181.0498496,182.88665,179.1336027,180.4144135,78569700.0,171.40511324000002,171.143195496,,0.018014115388632988,63.75086996325276,169.947085585,179.69668972884912,160.19748144115087,4.058000571428573
5/7/2024,182.1419885,183.5816469,180.0271858,181.099472,77305800.0,172.94405824,171.16781799199998,,0.01791228024911567,64.47613115227716,170.579045115,181.49198180000732,159.6661084299927,4.123954964285716
5/8/2024,181.5463043,181.764737,180.1562771,181.437088,45057100.0,174.30627595,171.17000244,,0.01783187712153109,64.84938970132856,171.32171174,183.07882891752848,159.56459456247154,4.090623892857143
5/9/2024,181.2583499,183.343383,180.8115614,183.2540283,48983000.0,175.76380921,171.232553404,,0.01754413156696383,66.86706700477434,171.79481507,184.67804022158185,158.91158991841814,4.061547557142857
5/10/2024,183.8306707,184.0195743,181.0767012,181.9913788,50759500.0,177.15365753999998,171.283155822,,0.017464393771556973,64.11289497643224,172.12982331,185.72466424292713,158.53498237707288,4.095164442857142
5/13/2024,184.3675593,186.0179628,183.5522943,185.2026978,72044800.0,178.44763337,171.41962921200005,,0.017556459330625968,67.7510386218139,172.817022715,187.60605398799117,158.02799144200884,4.231719135714284
5/14/2024,186.425578,187.2110177,185.2126323,186.3460388,52393600.0,180.17068329,171.66951873799997,,0.01745602470048543,68.95766498634649,173.725707255,189.51274717370018,157.93866733629983,4.156030199999999
5/15/2024,186.823288,189.5474324,186.2864024,188.622818,70400000.0,182.22367554,172.06383453399997,,0.017524876397185567,71.26346334027241,174.816739665,191.57525356023106,158.05822576976894,4.214498985714284
5/16/2024,189.3684726,189.9948341,188.5631595,188.7421112,52845200.0,183.91825562000002,172.480393372,,0.01745792213946729,71.38340343317748,175.96139451,193.25951228269838,158.6632767373016,4.1635755357142825
5/17/2024,188.4140082,189.706493,188.0859149,188.7719269,41282900.0,184.58819733,172.89993103199998,,0.017472562163673565,71.41551594800166,177.208812725,194.4194575665767,159.9981678834233,3.8020451285714256
5/20/2024,188.2350632,190.810081,187.9169066,189.9351654,44361300.0,185.54027251999997,173.308380434,,0.017360095661506342,72.70254099931084,178.47269288,195.51417916063505,161.43120659936497,3.654812842857138
5/21/2024,189.9848567,191.6153714,189.8158416,191.2375793,42309400.0,186.55408325000002,173.702766114,,0.01735805565355395,74.10821180958496,179.74907074499998,196.58844789213344,162.90969359786652,3.5280408214285655
5/22/2024,191.158062,191.7048843,189.1696285,189.7959747,34648500.0,187.38997192,174.058787842,,0.017259212477361344,69.82235444235451,180.848123935,197.2720455605927,164.4242023094073,3.416942399999994
5/23/2024,189.8754887,189.8953773,185.5506554,185.7992096,51005900.0,187.64449005,174.37657470800002,,0.016242284414433858,59.541316520256366,181.70414963,197.21680913467213,166.19149012532785,2.7365379642857084
5/24/2024,187.7280068,189.4778227,186.9525038,188.8812866,36327000.0,188.33348083,174.718869934,,0.016412443424231656,63.949623411896,182.743569185,197.1635083715341,168.32362999846592,2.731221235714279
5/28/2024,190.4024338,191.8838221,188.0063831,188.8912354,52280100.0,188.70233459000002,175.068910524,,0.01575983407198536,63.96327292984638,183.57498398,197.3537988343214,169.79616912567863,2.7542910857142795
5/29/2024,188.5134388,191.1381704,188.414011,189.1894989,53068000.0,188.9866806,175.403072816,,0.015182265503874751,64.39847425749937,184.578681945,196.75384054689016,172.40352334310984,2.8339839071428536
5/30/2024,189.6567822,191.0685681,189.5275443,190.1837158,49889100.0,189.14277038,175.71025543199997,,0.015007383168629611,65.87774709639373,185.68322296000002,195.30062873658756,176.0658171834125,2.787358735714282
5/31/2024,190.3328552,191.456325,188.8117048,191.1381683,75158300.0,189.38237609,175.98509704599996,,0.01488317196960108,67.28317535335015,186.650315855,194.01386135045004,179.28677035954996,2.766054957142854
6/3/2024,191.7843977,193.8623222,191.4066057,192.9078674,50080500.0,189.79597014,176.44029174800002,,0.014546980780453238,69.76943796214174,187.19208373499998,194.72983371475365,179.6543337552463,2.673024235714284
6/4/2024,193.5143446,194.1904199,191.9136551,193.2260284,47471400.0,190.12505644,176.88377929600003,,0.014564389257996477,70.20777780440042,187.83266448,195.1185376991412,180.5467912608588,2.692198871428569
6/5/2024,194.2699453,195.7612704,193.7430117,194.7372284,54156800.0,190.47502135,177.38588683999998,,0.014569919003629103,72.26487379265333,188.5145523,195.69913312368055,181.32997147631943,2.6403568714285695
6/6/2024,194.558264,195.3635771,193.0470504,193.3552551,41181800.0,190.83094939,177.88299224799997,,0.014680214899019033,67.66368854638483,189.110460655,195.78210094862888,182.4388203613711,2.703560592857142
6/7/2024,193.5243068,195.8010719,193.0172617,195.751358,53103900.0,191.82616423,178.35653320200004,,0.014744968552605226,71.09956362953278,189.73532713999998,196.4383630605454,183.03229121945455,2.7866486000000004
6/10/2024,195.761266,196.1589618,191.0387366,192.0031281,97010200.0,192.13834838,178.79144867,,0.015324723010818785,60.30498825198345,190.235914605,195.92215301053696,184.54967619946305,2.9457236571428576
6/11/2024,192.5300553,205.9619325,192.5101819,205.9519806,172373300.0,193.84442289999998,179.534134218,,0.01944127991625107,75.3211833882361,191.273378745,199.902802478144,182.643955011856,3.8142432714285723
6/12/2024,206.170721,218.9265236,205.7034379,211.8377686,198134300.0,196.10924986999999,180.418165896,,0.019293109347204688,78.94118464895226,192.54796523500002,204.85835509674928,180.23757537325076,4.577659692857141
6/13/2024,213.4981155,215.4964857,210.3762754,213.0010071,97862700.0,198.39097900000002,181.309378054,,0.01912365099144424,79.57873696274055,193.76687468999998,208.93642454717644,178.59732483282352,4.63305172142857
6/14/2024,212.6132744,213.9256327,210.0780185,211.2611389,70122700.0,200.40327606,182.182274478,,0.0191595792204284,75.87847273917556,194.89282607500002,211.7419591485639,178.04369300143614,4.6451232285714275
6/17/2024,212.136028,217.6837594,211.4897932,215.4169464,93728300.0,202.65418396,183.12319549800003,,0.016577950070956436,78.45537734727986,196.22507704999998,215.12519880130623,177.32495529869374,4.826921907142856
6/18/2024,216.3316078,217.3656017,211.7681568,213.0506897,79943300.0,204.63665009000002,184.039230044,,0.0166394112376551,73.63199983926826,197.38085326499998,217.4522586379614,177.30944789203858,5.032156585714284
6/20/2024,212.6927826,213.0010026,207.6421749,208.4673615,86172500.0,206.0096634,184.839371646,,0.017364443589140112,65.26255939189807,198.242342375,218.67924820692951,177.80543654307047,5.284259842857141
6/21/2024,209.1732616,210.6645867,205.9122318,206.2900391,241805100.0,207.3031418,185.633497318,,0.01758134872427656,61.67604318093541,199.067045595,219.3997540514163,178.7343371385837,5.434812321428571
6/24/2024,206.5187101,211.4699054,205.3952403,206.9362793,80727000.0,208.42163393,186.29638366999998,,0.01755090094838455,62.33760816017193,200.12389908,219.73748722116412,180.5103109388359,5.674134549999997
6/25/2024,207.9404401,210.1575545,207.4035697,207.8609161,55549700.0,210.00741273,186.94777771199998,,0.017425369242005235,63.31343137435695,201.07288055499998,220.22734832629618,181.9184127837038,5.741599578571426
6/26/2024,210.2768292,213.6173978,209.4218022,212.0167084,66213200.0,210.61388551,187.75893768600002,,0.01749120048229014,67.40158389760043,202.229154205,221.07691148190133,183.38139692809864,5.971688128571425
6/27/2024,213.4483854,214.4923159,211.1219219,212.8618011,49772700.0,210.71628876,188.65272674800002,,0.01748924016662915,68.17815382547579,203.41276931500002,221.77968441110534,185.0458542188947,6.046964364285712
6/28/2024,214.5221572,214.8204253,209.0837903,209.4019318,82542700.0,210.35638122999998,189.50472198799997,,0.01783016167651882,61.69786676500932,204.373680115,221.81396727619622,186.9333929538038,6.257880421428569
7/1/2024,210.8634216,216.2520745,210.6944066,215.4964752,60402900.0,210.77991486000002,190.49767120599998,,0.018412814189003993,67.54903731130779,205.59159546,222.53514643936953,188.6480444806305,6.381445957142854
7/2/2024,214.899941,219.1054887,213.8560256,218.9961243,58046200.0,211.13783264999998,191.60112244,,0.018513199911106244,70.35003051636322,206.89600830499998,223.74470463141105,190.0473119785889,5.759350149999997
7/3/2024,218.7276835,220.2687225,217.7632921,220.2687225,37369800.0,211.85963592999997,192.71334564400001,,0.01851263250948637,71.3194752380684,208.24814300999998,224.81582853048437,191.6804574895156,4.993803342857141
7/5/2024,220.368142,225.1403856,220.368142,225.0310211,60412400.0,213.51600189,193.899765626,,0.01875522383006611,74.65864591626269,209.76283264499997,226.66536099046843,192.86030429953152,4.97604997142857
7/8/2024,225.7766675,226.532282,221.958879,226.5024567,59085900.0,215.53724365,195.073516542,,0.01859042150119095,75.6037589673003,211.42019272500002,228.0468866720459,194.79349877795414,5.027892028571429
7/9/2024,226.6118051,228.0733049,225.0608295,227.3574677,48076100.0,217.57936249,196.24709198199997,,0.017879926333059168,76.16014056826587,213.00049821000002,229.36258573356915,196.6384106864309,4.784310235714285
7/10/2024,227.9739038,231.7320419,227.9241899,231.6326141,62627700.0,219.95653228999998,197.517886354,,0.01792582695408607,78.76757510478973,214.98197251000002,230.19554987112062,199.76839514887942,4.696962328571429
7/11/2024,230.0518062,231.046023,224.4643131,226.2539063,64710600.0,221.38025208,198.59770569,,0.01872172548550981,68.60146605717132,215.997068795,231.38201546851906,200.61212212148092,4.822661342857144
7/12/2024,227.5960998,231.2945873,227.3574823,229.2067261,53046500.0,223.01474458,199.79952942,,0.018741228814479996,70.82746585698258,216.86551666999998,233.1938582460833,200.53717509391666,4.843256064285713
7/15/2024,235.1123758,235.8580383,231.7419815,233.0444031,62631300.0,225.37899170999998,201.098559572,,0.018830325241301276,73.46087593615466,217.86768647,235.59756048153037,200.13781245846963,4.884445142857144
7/16/2024,233.6409421,234.9036016,230.9863851,233.4619904,43234300.0,227.17554323,202.33187317199997,,0.018851033723912593,73.73867103724757,218.977729045,237.71720052048695,200.23825756951302,4.934155235714286
7/17/2024,228.1230311,230.1214165,225.3292845,227.5563354,57345900.0,228.03156434000002,203.241549684,,0.01973426935986495,63.59960623836124,219.58469849500003,238.62256703885507,200.54682995114499,5.103885535714285
7/18/2024,228.9482273,229.1073056,220.9845567,222.8834991,66034600.0,228.293042,204.090931396,,0.02029908310019183,56.92943966692746,220.07633896499996,238.9104999288378,201.24217800116213,5.443339457142855
7/19/2024,223.5198166,225.4883615,221.9887143,223.0127563,49151500.0,228.09121552000002,204.929197082,,0.0203070232426691,57.0635823287701,220.80360870500004,238.85746063249064,202.74975677750945,5.283554614285712
7/22/2024,225.6971439,226.4626951,221.799816,222.6647949,48201800.0,227.70744933999998,205.75375121999997,,0.02022085738162553,56.55295656703354,221.62234649500002,238.34067009983954,204.9040228901605,5.127321499999998
7/23/2024,223.0724116,225.627556,221.3921828,223.7087097,39960300.0,227.34257354000002,206.562844848,,0.020171416138787313,57.773757344538005,222.46096801500002,237.69419178434273,207.2277442456573,5.0548865071428555
7/24/2024,222.7045532,223.4999296,215.874289,217.276123,61777600.0,225.90692442999998,207.268539732,,0.020633238214561783,48.694157614248255,222.93172836,236.78457569257318,209.0788810274268,5.435528671428571
7/25/2024,217.6638676,219.5727772,213.3787958,216.2322083,51391200.0,224.90475463,207.889129942,,0.01614867140173967,47.392462095342424,223.142503355,236.41208818672231,209.8729185232777,5.5299799785714265
7/26/2024,217.4352041,218.2206438,214.7607586,216.6994934,41601300.0,223.65403136,208.49619903400003,,0.015335115971660675,48.06176292054567,223.33438797000002,236.07860921518528,210.59016672481476,5.45044299285714
7/29/2024,215.7052785,218.0317421,214.5022695,216.9778748,36311800.0,222.04737853,209.06330017,,0.015310621744548251,48.4822697650562,223.71318512000002,235.09085726262492,212.33551297737512,5.487371364285711
7/30/2024,217.9223814,219.0557879,214.8701286,217.5346375,41643800.0,220.45464324,209.639150696,,0.015220654542898254,49.36524631026077,223.815093235,234.9160337791651,212.7141526908349,5.47387744285714
7/31/2024,220.1593562,222.5255969,219.3540431,220.7956543,50036300.0,219.77857512999998,210.27962524400002,,0.015046590121430956,54.3052404163195,223.905069735,234.86988733790687,212.94025213209315,5.31835304285714
8/1/2024,223.0723894,223.1817539,215.764906,217.0971527,62501000.0,219.19994049000002,210.82286499000003,,0.015239656007735606,48.5231583872331,223.74649124500002,235.02013157100842,212.4728509189916,5.488079249999998
8/2/2024,217.8825852,224.2952951,216.4509259,218.5884857,105568600.0,218.75751343000002,211.369883118,,0.014681328309979749,50.79803805478836,223.42436447500003,234.9096482451654,211.93908070483465,5.573297607142856
8/5/2024,197.938604,212.2652707,194.866478,208.0597382,119548600.0,217.29700775999999,211.73515838800003,,0.017161944902587833,38.02261513494846,222.50222855,235.77008584043668,209.23437125956335,6.98792555
8/6/2024,204.1127088,208.775588,199.9071761,206.0315399,69660500.0,215.52929078000003,212.13980499399997,,0.017252846731244616,36.13722374787146,221.43593216,236.3824448932317,206.48941942676828,7.04047597857143
