Price,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_200,Volatility_30,RSI_14,BB_MID,BB_UPPER,BB_LOWER,ATR_14
10/16/2024,230.5271095,231.0446896,228.775253,230.7062683,34082200.0,227.24141541,223.59380676800004,198.110703202,0.014181565955972955,57.51939635439433,227.02193374999996,232.62937714824102,221.4144903517589,4.400949314285713
10/17/2024,232.3486389,232.7667067,229.4521309,231.0745697,32993800.0,227.88641358,224.043166814,198.34566856450002,0.014147269797807276,58.005550894088415,227.18517456499998,233.07229697930723,221.29805215069274,4.479867792857141
10/18/2024,235.0858881,235.0858881,232.9259424,233.9113617,46431500.0,228.70261231,224.479866338,198.601709519,0.014183824416449938,61.646368821015336,227.52359925000002,234.1342075858283,220.91299091417173,4.395970357142856
10/21/2024,233.3639114,235.7528025,233.3639114,235.3845062,36254500.0,230.17475890999998,224.88776733799997,198.87671791100001,0.014199291244134913,63.419961039548255,228.02178040000004,235.41999400132588,220.6235667986742,3.908240871428571
10/22/2024,232.8065348,235.1257432,231.5225173,234.7674103,38846600.0,231.17908629999997,225.252669682,199.15226020850002,0.014185910326482042,62.123980274225175,228.44431458000003,236.3783855904424,220.51024356955764,3.874822985714285
10/23/2024,232.9956371,234.0507242,226.7049069,229.6910095,52287000.0,231.30052032000003,225.44159027400002,199.380704346,0.014729961261227463,52.601341109122814,228.66279755,236.47448499100292,220.85111010899706,4.202585871428569
10/24/2024,228.9146137,229.750734,227.3518946,229.5018921,31109500.0,231.45281218999997,225.617770388,199.6102853395,0.014734399498856986,52.279832570678906,228.81459122,236.56428193292697,221.06490050707305,4.098783842857139
10/25/2024,228.6757507,232.1396256,228.50654,230.3380127,38802300.0,231.83702544999997,225.75095093,199.83884101900003,0.014733057785880495,53.62929715461002,228.99475402999997,236.7083105443411,221.28119751565885,3.9693851571428524
10/28/2024,232.2391553,233.642612,231.4727181,232.3187714,36087100.0,232.04605103,225.89726929,200.08027534549998,0.013709176157592705,56.74960164622024,229.01466065,236.7619915332979,221.2673297667021,3.900419764285711
10/29/2024,232.0201728,233.2444706,231.2437874,232.5875244,35417200.0,232.02813263,226.05214844,200.32141723700002,0.013711591403409126,57.170716479297404,229.38593216500004,237.06730581846315,221.70455851153693,3.693525228571425
10/30/2024,231.5324399,232.3884566,228.4866177,229.0340729,47070900.0,231.86091309000003,226.12361602999997,200.55614570699998,0.01376859824140836,50.20959939918767,229.55116425,237.04114919154352,222.06117930845647,3.81794511428571
10/31/2024,228.2775984,228.765334,224.3259879,224.8634949,64370100.0,231.23980561,226.113861392,200.77473137,0.012481187534760081,43.51299265583679,229.56310959500001,237.02070395919475,222.10551523080528,4.007064185714283
11/1/2024,219.9463801,224.306095,219.2496258,221.8773956,65276700.0,230.036409,226.08161194000002,200.94888633800002,0.01269592660951953,39.45541079783128,229.36951065500003,237.4213251293328,221.31769618066724,4.110866528571427
11/4/2024,219.9662729,221.7579223,218.6922037,220.9815369,44944500.0,228.59611207000003,225.98545929199997,201.10403495900002,0.012646119442471024,38.30146947339274,229.38543549000002,237.36568817675902,221.40518280324102,3.8982852285714285
11/5/2024,220.7725057,222.9125397,220.1155596,222.414856,28111300.0,227.36085664,225.911204532,201.2547981275,0.012685604518638614,41.261447277501006,229.26997146999997,237.5936306717564,220.94631226824356,3.8129655642857125
11/6/2024,221.5787719,225.0227503,220.1653518,221.6882629,54561100.0,226.56058198,225.805496524,201.3955324565,0.012675298716580824,40.208363090691584,228.93055114999999,237.9176124968016,219.94348980319836,3.923167185714285
11/7/2024,223.589405,226.8243493,223.5296854,226.4261932,42137700.0,226.25301209,225.82520447000002,201.5633278665,0.013256686603782994,49.295857527604646,228.85291214,237.90120703669092,219.80461724330908,4.003507757142856
11/8/2024,226.3664142,227.851149,225.609108,226.1571655,38328800.0,225.83492737,225.773837588,201.731414338,0.013256936548273968,48.841926866615495,228.83597641,237.90409297976493,219.76785984023508,3.9930184642857136
11/11/2024,224.2041092,224.90163,220.7164897,223.4368286,42005600.0,224.94673309,225.683790896,201.894575654,0.01270026963848274,44.39068385060109,228.49639206,237.84914326960632,219.1436408503937,4.105781814285712
11/12/2024,223.755704,224.7920185,222.5699109,223.4368286,40398300.0,224.03166351,225.71776672599998,202.06115783799999,0.01154879038678363,44.39068385060109,228.02989807,237.4164790299016,218.6433171100984,3.6886106857142846
11/13/2024,223.2175953,225.8482561,221.9720169,224.3236694,48566200.0,223.56062316000003,225.807701722,202.2504694375,0.011563547264371667,46.24300316066504,227.71076812500002,237.14808297465964,218.2734532753404,3.794139242857142
11/14/2024,224.2240271,228.0603991,224.2040936,227.4127045,44923900.0,223.81554412,225.92895904600002,202.473273469,0.011798839948529434,52.21380444092787,227.52767486500002,236.83134757518405,218.224002154816,3.810083521428573
11/15/2024,225.5991279,226.1172927,223.4766729,224.2040863,47923700.0,224.04821319,226.017099304,202.6678375255,0.012059166400560716,46.443456092103354,227.04231109499997,235.94807825748683,218.13654393251312,3.855185828571428
11/18/2024,224.4532037,228.9273263,224.3734849,227.2134094,44633700.0,224.67140044,226.163634338,202.88245590300002,0.011534224225392822,51.82128928160113,226.63375625499998,234.63157156048888,218.63594094951108,4.049654171428571
11/19/2024,226.1770839,229.345843,225.8582238,227.4724884,36211800.0,225.17716368,226.33127716,203.08929649450002,0.011058889099817565,52.265688739871486,226.26901015999997,233.31353524726632,219.22448507273361,4.005847921428573
11/20/2024,227.2532641,229.1166444,225.090942,228.1899414,35169600.0,225.82733152999998,226.462505188,203.2916922005,0.010641895849985823,53.543626145132016,226.193956755,233.1158909564414,219.27202255355857,3.9571063071428574
