Label,CAGR,Volatility,Sharpe,MaxDD
Portfolio,0.18752599978220297,0.1559417785905778,1.1770651862292458,-0.14630789448544312
AAPL,0.08201993010902497,0.16856944020117212,0.5502097548036023,-0.19321559966132817
MSFT,0.28097979005694484,0.21083846650439853,1.2764244297550724,-0.19348739638421608
AMZN,0.1624884197293044,0.27864456786956066,0.6775405588474075,-0.2558875859779459
