Portfolio,Benchmarks,Avg_Past_Sharpe,Decision
"{'CAGR': np.float64(0.1398491088229432), 'Volatility': np.float64(0.04382244081992615), 'Sharpe': np.float64(2.994467401985038), 'MaxDD': np.float64(-0.007035576834643953)}","{'SPY': {'CAGR': np.float64(0.1480592235914533), 'Volatility': np.float64(0.21112017584410203), 'Sharpe': np.float64(0.7629623294112585), 'MaxDD': np.float64(-0.3371727175312037)}, 'QQQ': {'CAGR': np.float64(0.19861079208393662), 'Volatility': np.float64(0.25690704262724), 'Sharpe': np.float64(0.8360326115221827), 'MaxDD': np.float64(-0.35118713836139503)}}",0,ADOPT
